1499334269632	geckodriver	INFO	Listening on 127.0.0.1:22240
1499334272213	addons.xpi	DEBUG	getInstallState changed: true, state: {"app-system-defaults":{"aushelper@mozilla.org":{"d":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\aushelper@mozilla.org.xpi","st":1498790131083},"e10srollout@mozilla.org":{"d":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\e10srollout@mozilla.org.xpi","st":1498790131081},"firefox@getpocket.com":{"d":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\firefox@getpocket.com.xpi","st":1498790131080},"screenshots@mozilla.org":{"d":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\screenshots@mozilla.org.xpi","st":1498532839967},"webcompat@mozilla.org":{"d":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\webcompat@mozilla.org.xpi","st":1498790131075}},"app-global":{"{972ce4c6-7e08-4474-a285-3208198ce6fd}":{"d":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\extensions\\{972ce4c6-7e08-4474-a285-3208198ce6fd}.xpi","st":1498790131084}}}
1499334272229	addons.xpi-utils	DEBUG	Opening XPI database C:\Users\ADMINI~1\AppData\Local\Temp\rust_mozprofile.b8VEhuus4IGe\extensions.json
1499334272233	addons.xpi-utils	DEBUG	New add-on aushelper@mozilla.org installed in app-system-defaults
*** Blocklist::_loadBlocklistFromFile: blocklist is disabled
1499334272244	DeferredSave.extensions.json	DEBUG	Save changes
1499334272245	addons.xpi-utils	DEBUG	New add-on e10srollout@mozilla.org installed in app-system-defaults
1499334272249	DeferredSave.extensions.json	DEBUG	Starting timer
1499334272250	DeferredSave.extensions.json	DEBUG	Save changes
1499334272251	addons.xpi-utils	DEBUG	New add-on firefox@getpocket.com installed in app-system-defaults
1499334272257	DeferredSave.extensions.json	DEBUG	Save changes
1499334272257	addons.xpi-utils	DEBUG	New add-on screenshots@mozilla.org installed in app-system-defaults
1499334272264	DeferredSave.extensions.json	DEBUG	Save changes
1499334272266	addons.xpi-utils	DEBUG	New add-on webcompat@mozilla.org installed in app-system-defaults
1499334272269	DeferredSave.extensions.json	DEBUG	Save changes
1499334272269	addons.xpi-utils	DEBUG	New add-on {972ce4c6-7e08-4474-a285-3208198ce6fd} installed in app-global
1499334272273	DeferredSave.extensions.json	DEBUG	Save changes
1499334272274	addons.manager	DEBUG	Registering startup change 'installed' for aushelper@mozilla.org
1499334272283	addons.xpi	DEBUG	Loading bootstrap scope from D:\Program Files (x86)\Mozilla Firefox\browser\features\aushelper@mozilla.org.xpi
1499334272287	addons.xpi	DEBUG	Calling bootstrap method install on aushelper@mozilla.org version 2.0
1499334272287	addons.xpi-utils	DEBUG	Make addon app-system-defaults:aushelper@mozilla.org visible
1499334272288	DeferredSave.extensions.json	DEBUG	Save changes
1499334272288	addons.manager	DEBUG	Registering startup change 'installed' for e10srollout@mozilla.org
1499334272289	addons.xpi	DEBUG	Loading bootstrap scope from D:\Program Files (x86)\Mozilla Firefox\browser\features\e10srollout@mozilla.org.xpi
1499334272291	addons.xpi	DEBUG	Calling bootstrap method install on e10srollout@mozilla.org version 1.50
1499334272292	addons.xpi-utils	DEBUG	Make addon app-system-defaults:e10srollout@mozilla.org visible
1499334272293	DeferredSave.extensions.json	DEBUG	Save changes
1499334272293	addons.manager	DEBUG	Registering startup change 'installed' for firefox@getpocket.com
1499334272294	addons.xpi	DEBUG	Loading bootstrap scope from D:\Program Files (x86)\Mozilla Firefox\browser\features\firefox@getpocket.com.xpi
1499334272297	addons.xpi	DEBUG	Calling bootstrap method install on firefox@getpocket.com version 1.0.5
1499334272297	addons.xpi-utils	DEBUG	Make addon app-system-defaults:firefox@getpocket.com visible
1499334272297	DeferredSave.extensions.json	DEBUG	Save changes
1499334272297	addons.manager	DEBUG	Registering startup change 'installed' for screenshots@mozilla.org
1499334272298	addons.xpi	DEBUG	Loading bootstrap scope from D:\Program Files (x86)\Mozilla Firefox\browser\features\screenshots@mozilla.org.xpi
1499334272300	addons.xpi	DEBUG	Calling bootstrap method install on screenshots@mozilla.org version 6.6.0
1499334272300	addons.xpi-utils	DEBUG	Make addon app-system-defaults:screenshots@mozilla.org visible
1499334272301	DeferredSave.extensions.json	DEBUG	Save changes
1499334272301	addons.manager	DEBUG	Registering startup change 'installed' for webcompat@mozilla.org
1499334272301	addons.xpi	DEBUG	Loading bootstrap scope from D:\Program Files (x86)\Mozilla Firefox\browser\features\webcompat@mozilla.org.xpi
1499334272303	addons.xpi	DEBUG	Calling bootstrap method install on webcompat@mozilla.org version 1.1
1499334272303	addons.xpi-utils	DEBUG	Make addon app-system-defaults:webcompat@mozilla.org visible
1499334272304	DeferredSave.extensions.json	DEBUG	Save changes
1499334272304	addons.xpi-utils	DEBUG	Make addon app-global:{972ce4c6-7e08-4474-a285-3208198ce6fd} visible
1499334272304	DeferredSave.extensions.json	DEBUG	Save changes
1499334272305	addons.xpi	DEBUG	Updating XPIState for {"id":"aushelper@mozilla.org","syncGUID":"{c3afb78b-a8db-42df-ac07-278dc1060161}","location":"app-system-defaults","version":"2.0","type":"extension","internalName":null,"updateURL":null,"updateKey":null,"optionsURL":null,"optionsType":null,"aboutURL":null,"icons":{},"iconURL":null,"icon64URL":null,"defaultLocale":{"name":"Application Update Service Helper","description":"Sets value(s) in the update url based on custom checks.","creator":null,"homepageURL":null},"visible":true,"active":true,"userDisabled":false,"appDisabled":false,"descriptor":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\aushelper@mozilla.org.xpi","installDate":1498790131083,"updateDate":1498790131083,"applyBackgroundUpdates":1,"bootstrap":true,"skinnable":false,"size":8488,"sourceURI":null,"releaseNotesURI":null,"softDisabled":false,"foreignInstall":false,"hasBinaryComponents":false,"strictCompatibility":false,"locales":[],"targetApplications":[{"id":"{ec8030f7-c20a-464f-9b0e-13a3a9e97384}","minVersion":"54.0.1","maxVersion":"54.*"}],"targetPlatforms":[],"multiprocessCompatible":true,"seen":true,"dependencies":[],"hasEmbeddedWebExtension":false,"mpcOptedOut":false,"userPermissions":null}
1499334272305	addons.xpi	DEBUG	getModTime: Recursive scan of aushelper@mozilla.org
1499334272305	addons.xpi	DEBUG	Updating XPIState for {"id":"e10srollout@mozilla.org","syncGUID":"{22c2f3af-02b3-48eb-b0dd-a84aa4978303}","location":"app-system-defaults","version":"1.50","type":"extension","internalName":null,"updateURL":null,"updateKey":null,"optionsURL":null,"optionsType":null,"aboutURL":null,"icons":{},"iconURL":null,"icon64URL":null,"defaultLocale":{"name":"Multi-process staged rollout","description":"Staged rollout of Firefox multi-process feature.","creator":null,"homepageURL":null},"visible":true,"active":true,"userDisabled":false,"appDisabled":false,"descriptor":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\e10srollout@mozilla.org.xpi","installDate":1498790131081,"updateDate":1498790131081,"applyBackgroundUpdates":1,"bootstrap":true,"skinnable":false,"size":12519,"sourceURI":null,"releaseNotesURI":null,"softDisabled":false,"foreignInstall":false,"hasBinaryComponents":false,"strictCompatibility":false,"locales":[],"targetApplications":[{"id":"{ec8030f7-c20a-464f-9b0e-13a3a9e97384}","minVersion":"54.0.1","maxVersion":"54.*"}],"targetPlatforms":[],"multiprocessCompatible":true,"seen":true,"dependencies":[],"hasEmbeddedWebExtension":false,"mpcOptedOut":false,"userPermissions":null}
1499334272305	addons.xpi	DEBUG	getModTime: Recursive scan of e10srollout@mozilla.org
1499334272306	addons.xpi	DEBUG	Updating XPIState for {"id":"firefox@getpocket.com","syncGUID":"{d3a9469f-49b8-4ffa-b01f-464b8f71e132}","location":"app-system-defaults","version":"1.0.5","type":"extension","internalName":null,"updateURL":null,"updateKey":null,"optionsURL":null,"optionsType":null,"aboutURL":null,"icons":{},"iconURL":null,"icon64URL":null,"defaultLocale":{"name":"Pocket","description":"When you find something you want to view later, put it in Pocket.","creator":null,"homepageURL":null},"visible":true,"active":true,"userDisabled":false,"appDisabled":false,"descriptor":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\firefox@getpocket.com.xpi","installDate":1498790131080,"updateDate":1498790131080,"applyBackgroundUpdates":1,"bootstrap":true,"skinnable":false,"size":913952,"sourceURI":null,"releaseNotesURI":null,"softDisabled":false,"foreignInstall":false,"hasBinaryComponents":false,"strictCompatibility":false,"locales":[],"targetApplications":[{"id":"{ec8030f7-c20a-464f-9b0e-13a3a9e97384}","minVersion":"54.0.1","maxVersion":"54.*"}],"targetPlatforms":[],"multiprocessCompatible":true,"seen":true,"dependencies":[],"hasEmbeddedWebExtension":false,"mpcOptedOut":false,"userPermissions":null}
1499334272306	addons.xpi	DEBUG	getModTime: Recursive scan of firefox@getpocket.com
1499334272306	addons.xpi	DEBUG	Updating XPIState for {"id":"screenshots@mozilla.org","syncGUID":"{88039ae1-61d9-48b8-86bc-f5dc8bdf8eee}","location":"app-system-defaults","version":"6.6.0","type":"extension","internalName":null,"updateURL":null,"updateKey":null,"optionsURL":null,"optionsType":null,"aboutURL":null,"icons":{},"iconURL":null,"icon64URL":null,"defaultLocale":{"name":"Firefox Screenshots","description":null,"creator":null,"homepageURL":"https://pageshot.net/"},"visible":true,"active":true,"userDisabled":false,"appDisabled":false,"descriptor":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\screenshots@mozilla.org.xpi","installDate":1498532839967,"updateDate":1498532839967,"applyBackgroundUpdates":1,"bootstrap":true,"skinnable":false,"size":716271,"sourceURI":null,"releaseNotesURI":null,"softDisabled":false,"foreignInstall":false,"hasBinaryComponents":false,"strictCompatibility":false,"locales":[],"targetApplications":[{"id":"{ec8030f7-c20a-464f-9b0e-13a3a9e97384}","minVersion":"51.0a1","maxVersion":"*"}],"targetPlatforms":[],"multiprocessCompatible":true,"seen":true,"dependencies":[],"hasEmbeddedWebExtension":false,"mpcOptedOut":false,"userPermissions":null}
1499334272306	addons.xpi	DEBUG	getModTime: Recursive scan of screenshots@mozilla.org
1499334272307	addons.xpi	DEBUG	Updating XPIState for {"id":"webcompat@mozilla.org","syncGUID":"{de8ab374-f81a-4eca-bb97-e1a364fe36f2}","location":"app-system-defaults","version":"1.1","type":"extension","internalName":null,"updateURL":null,"updateKey":null,"optionsURL":null,"optionsType":null,"aboutURL":null,"icons":{},"iconURL":null,"icon64URL":null,"defaultLocale":{"name":"Web Compat","description":"Urgent post-release fixes for web compatibility.","creator":null,"homepageURL":null},"visible":true,"active":true,"userDisabled":false,"appDisabled":false,"descriptor":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\webcompat@mozilla.org.xpi","installDate":1498790131075,"updateDate":1498790131075,"applyBackgroundUpdates":1,"bootstrap":true,"skinnable":false,"size":9006,"sourceURI":null,"releaseNotesURI":null,"softDisabled":false,"foreignInstall":false,"hasBinaryComponents":false,"strictCompatibility":false,"locales":[],"targetApplications":[{"id":"{ec8030f7-c20a-464f-9b0e-13a3a9e97384}","minVersion":"54.0.1","maxVersion":"54.*"}],"targetPlatforms":[],"multiprocessCompatible":true,"seen":true,"dependencies":[],"hasEmbeddedWebExtension":false,"mpcOptedOut":false,"userPermissions":null}
1499334272307	addons.xpi	DEBUG	getModTime: Recursive scan of webcompat@mozilla.org
1499334272307	addons.xpi	DEBUG	Updating XPIState for {"id":"{972ce4c6-7e08-4474-a285-3208198ce6fd}","syncGUID":"{9f90fae7-7e62-49dc-9328-86402fe4fcb7}","location":"app-global","version":"54.0.1","type":"theme","internalName":"classic/1.0","updateURL":null,"updateKey":null,"optionsURL":null,"optionsType":null,"aboutURL":null,"icons":{},"iconURL":"chrome://browser/content/default-theme-icon.svg","icon64URL":null,"defaultLocale":{"name":"Default","description":"The default theme.","creator":"Mozilla","homepageURL":null,"contributors":["Mozilla Contributors"]},"visible":true,"active":true,"userDisabled":false,"appDisabled":false,"descriptor":"D:\\Program Files (x86)\\Mozilla Firefox\\browser\\extensions\\{972ce4c6-7e08-4474-a285-3208198ce6fd}.xpi","installDate":1498790131084,"updateDate":1498790131084,"applyBackgroundUpdates":1,"skinnable":true,"size":8207,"sourceURI":null,"releaseNotesURI":null,"softDisabled":false,"foreignInstall":false,"hasBinaryComponents":false,"strictCompatibility":true,"locales":[],"targetApplications":[{"id":"{ec8030f7-c20a-464f-9b0e-13a3a9e97384}","minVersion":"54.0.1","maxVersion":"54.0.1"}],"targetPlatforms":[],"seen":true,"dependencies":[],"hasEmbeddedWebExtension":false,"userPermissions":null}
1499334272307	addons.xpi	DEBUG	getModTime: Recursive scan of {972ce4c6-7e08-4474-a285-3208198ce6fd}
1499334272308	DeferredSave.extensions.json	DEBUG	Save changes
1499334272308	addons.xpi	DEBUG	Updating database with changes to installed add-ons
1499334272308	addons.xpi-utils	DEBUG	Updating add-on states
1499334272311	addons.xpi-utils	DEBUG	Writing add-ons list
1499334272316	addons.xpi	DEBUG	Registering manifest for D:\Program Files (x86)\Mozilla Firefox\browser\features\aushelper@mozilla.org.xpi
1499334272317	addons.xpi	DEBUG	Calling bootstrap method startup on aushelper@mozilla.org version 2.0
1499334272319	addons.xpi	DEBUG	Registering manifest for D:\Program Files (x86)\Mozilla Firefox\browser\features\e10srollout@mozilla.org.xpi
1499334272320	addons.xpi	DEBUG	Calling bootstrap method startup on e10srollout@mozilla.org version 1.50
1499334272320	addons.xpi	DEBUG	Registering manifest for D:\Program Files (x86)\Mozilla Firefox\browser\features\firefox@getpocket.com.xpi
1499334272321	addons.xpi	DEBUG	Calling bootstrap method startup on firefox@getpocket.com version 1.0.5
1499334272322	addons.xpi	DEBUG	Registering manifest for D:\Program Files (x86)\Mozilla Firefox\browser\features\screenshots@mozilla.org.xpi
1499334272322	addons.xpi	DEBUG	Calling bootstrap method startup on screenshots@mozilla.org version 6.6.0
1499334272322	addons.xpi	DEBUG	Registering manifest for D:\Program Files (x86)\Mozilla Firefox\browser\features\webcompat@mozilla.org.xpi
1499334272323	addons.xpi	DEBUG	Calling bootstrap method startup on webcompat@mozilla.org version 1.1
1499334272333	addons.manager	DEBUG	Registering shutdown blocker for XPIProvider
1499334272334	addons.manager	DEBUG	Provider finished startup: XPIProvider
1499334272334	addons.manager	DEBUG	Starting provider: LightweightThemeManager
1499334272335	addons.manager	DEBUG	Registering shutdown blocker for LightweightThemeManager
1499334272335	addons.manager	DEBUG	Provider finished startup: LightweightThemeManager
1499334272335	addons.manager	DEBUG	Starting provider: GMPProvider
1499334272343	addons.manager	DEBUG	Registering shutdown blocker for GMPProvider
1499334272343	addons.manager	DEBUG	Provider finished startup: GMPProvider
1499334272343	addons.manager	DEBUG	Starting provider: PluginProvider
1499334272343	addons.manager	DEBUG	Registering shutdown blocker for PluginProvider
1499334272344	addons.manager	DEBUG	Provider finished startup: PluginProvider
1499334272344	addons.manager	DEBUG	Completed startup sequence
1499334273822	addons.manager	DEBUG	Starting provider: <unnamed-provider>
1499334273822	addons.manager	DEBUG	Registering shutdown blocker for <unnamed-provider>
1499334273822	addons.manager	DEBUG	Provider finished startup: <unnamed-provider>
1499334273880	addons.manager	DEBUG	Starting provider: PreviousExperimentProvider
1499334273880	addons.manager	DEBUG	Registering shutdown blocker for PreviousExperimentProvider
1499334273880	addons.manager	DEBUG	Provider finished startup: PreviousExperimentProvider
1499334273883	DeferredSave.extensions.json	DEBUG	Starting write
1499334274110	DeferredSave.extensions.json	DEBUG	Write succeeded
1499334274111	addons.xpi-utils	DEBUG	XPI Database saved, setting schema version preference to 19
1499334275609	Marionette	INFO	Listening on port 22247
[GPU 11664] WARNING: pipe error: 109: file c:/builds/moz2_slave/m-rel-w32-00000000000000000000/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
1499334275825	Marionette	WARN	TLS certificate errors will be ignored for this session
1499334275883	Marionette	DEBUG	loaded listener.js
1499334275919	Marionette	DEBUG	Received DOM event "beforeunload" for "about:blank"
1499334276062	Marionette	DEBUG	Received DOM event "pagehide" for "about:blank"
1499334276062	Marionette	DEBUG	Received DOM event "unload" for "about:blank"
1499334276711	Marionette	DEBUG	Received DOM event "DOMContentLoaded" for "http://e.qq.com/dev/index.html"
1499334277929	Marionette	DEBUG	Received DOM event "pageshow" for "http://e.qq.com/dev/index.html"
1499334278216	Marionette	DEBUG	Canceled page load listener because no navigation has been detected
1499334283528	Marionette	DEBUG	Canceled page load listener because no navigation has been detected
1499334287933	Marionette	DEBUG	Received DOM event "beforeunload" for "https://xui.ptlogin2.qq.com/cgi-bin/xlogin?appid=549010901&daid:=6&s_url=http%3A%2F%2Fe.qq.com%2Fdev%2Fredirect.html&style=20&border_radius=1&target=top&maskOpacity=40&"
1499334288003	Marionette	DEBUG	Received DOM event "pagehide" for "http://e.qq.com/dev/index.html"
1499334288004	Marionette	DEBUG	Received DOM event "pagehide" for "https://xui.ptlogin2.qq.com/cgi-bin/xlogin?appid=549010901&daid:=6&s_url=http%3A%2F%2Fe.qq.com%2Fdev%2Fredirect.html&style=20&border_radius=1&target=top&maskOpacity=40&"
1499334288004	Marionette	DEBUG	Received DOM event "unload" for "https://xui.ptlogin2.qq.com/cgi-bin/xlogin?appid=549010901&daid:=6&s_url=http%3A%2F%2Fe.qq.com%2Fdev%2Fredirect.html&style=20&border_radius=1&target=top&maskOpacity=40&"
1499334288026	Marionette	DEBUG	Received observer notification "outer-window-destroyed" for "2147483656"
*************************
A coding exception was thrown and uncaught in a Task.

Full message: TypeError: can't access dead object
Full stack: find_@chrome://marionette/content/element.js:290:7
element.find/</findElements<@chrome://marionette/content/element.js:256:17
evalFn@chrome://marionette/content/wait.js:70:7
wait.until/<@chrome://marionette/content/wait.js:84:5
wait.until@chrome://marionette/content/wait.js:65:10
element.find/<@chrome://marionette/content/element.js:255:24
element.find@chrome://marionette/content/element.js:254:10
findElementContent@chrome://marionette/content/listener.js:1327:18
TaskImpl_run@resource://gre/modules/Task.jsm:319:42
TaskImpl@resource://gre/modules/Task.jsm:277:3
asyncFunction@resource://gre/modules/Task.jsm:252:14
Task_spawn@resource://gre/modules/Task.jsm:166:12
TaskImpl_handleResultValue@resource://gre/modules/Task.jsm:389:16
TaskImpl_run@resource://gre/modules/Task.jsm:327:15
TaskImpl@resource://gre/modules/Task.jsm:277:3
asyncFunction@resource://gre/modules/Task.jsm:252:14
Task_spawn@resource://gre/modules/Task.jsm:166:12
dispatch/<@chrome://marionette/content/listener.js:465:15

*************************
*************************
A coding exception was thrown and uncaught in a Task.

Full message: TypeError: can't access dead object
Full stack: find_@chrome://marionette/content/element.js:290:7
element.find/</findElements<@chrome://marionette/content/element.js:256:17
evalFn@chrome://marionette/content/wait.js:70:7
wait.until/<@chrome://marionette/content/wait.js:84:5
wait.until@chrome://marionette/content/wait.js:65:10
element.find/<@chrome://marionette/content/element.js:255:24
element.find@chrome://marionette/content/element.js:254:10
findElementContent@chrome://marionette/content/listener.js:1327:18
TaskImpl_run@resource://gre/modules/Task.jsm:319:42
TaskImpl@resource://gre/modules/Task.jsm:277:3
asyncFunction@resource://gre/modules/Task.jsm:252:14
Task_spawn@resource://gre/modules/Task.jsm:166:12
TaskImpl_handleResultValue@resource://gre/modules/Task.jsm:389:16
TaskImpl_run@resource://gre/modules/Task.jsm:327:15
TaskImpl@resource://gre/modules/Task.jsm:277:3
asyncFunction@resource://gre/modules/Task.jsm:252:14
Task_spawn@resource://gre/modules/Task.jsm:166:12
dispatch/<@chrome://marionette/content/listener.js:465:15

*************************
JavaScript error: http://e.qq.com/dev/redirect.html, line 50: TypeError: window.event is undefined
1499334334602	addons.productaddons	INFO	sending request to: https://aus5.mozilla.org/update/3/GMP/54.0.1/20170628075643/WINNT_x86-msvc-x64/zh-CN/release-cck-mozillaonline/Windows_NT%206.1.1.0%20(x64)/MozillaOnline/2016.11/update.xml
1499334335506	addons.productaddons	INFO	Completed downloading document
1499334336698	addons.productaddons	INFO	downloadXHR File download. status=200
1499334336705	addons.productaddons	INFO	Downloaded file will be saved to C:\Users\ADMINI~1\AppData\Local\Temp\tmpaddon-c3bafe
1499334359486	addons.productaddons	WARN	Failed downloading via XHR, status: 0, reason: error
1499334782892	addons.manager	INFO	Skipping background update check
1499335022914	DeferredSave.extensions.json	DEBUG	Save changes
1499335022915	DeferredSave.extensions.json	DEBUG	Starting timer
1499335022939	DeferredSave.extensions.json	DEBUG	Starting write
1499335022949	DeferredSave.extensions.json	DEBUG	Write succeeded
shutdown blocker for XPIProvider
1499334264110	addons.xpi	DEBUG	shutdown
1499334264111	addons.xpi-utils	DEBUG	shutdown
1499334264111	addons.manager	DEBUG	Calling shutdown blocker for LightweightThemeManager
1499334264112	addons.manager	DEBUG	Calling shutdown blocker for GMPProvider
1499334264113	addons.manager	DEBUG	Calling shutdown blocker for PluginProvider
1499334264114	addons.manager	DEBUG	Calling shutdown blocker for <unnamed-provider>
1499334264115	addons.manager	DEBUG	Calling shutdown blocker for PreviousExperimentProvider
1499334264117	addons.xpi	DEBUG	Notifying XPI shutdown observers
1499334264121	addons.manager	DEBUG	Async provider shutdown done
1499334264370	Marionette	INFO	Ceased listening

###!!! [Child][MessageChannel::SendAndWait] Error: Channel error: cannot send/recv

m/src/chrome/common/ipc_channel_win.cc, line 346
1499334190478	addons.manager	DEBUG	shutdown
1499334190478	addons.manager	DEBUG	Calling shutdown blocker for XPIProvider
1499334190478	addons.xpi	DEBUG	shutdown
1499334190478	addons.xpi-utils	DEBUG	shutdown
1499334190479	addons.manager	DEBUG	Calling shutdown blocker for LightweightThemeManager
1499334190479	addons.manager	DEBUG	Calling shutdown blocker for GMPProvider
1499334190481	addons.manager	DEBUG	Calling shutdown blocker for PluginProvider
1499334190482	addons.manager	DEBUG	Calling shutdown blocker for <unnamed-provider>
1499334190483	addons.manager	DEBUG	Calling shutdown blocker for PreviousExperimentProvider
1499334190485	addons.xpi	DEBUG	Notifying XPI shutdown observers
1499334190489	addons.manager	DEBUG	Async provider shutdown done
1499334190776	Marionette	INFO	Ceased listening

###!!! [Child][MessageChannel::SendAndWait] Error: Channel error: cannot send/recv

oped function `_msg_item_click_count' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 903: redeclaration of block-scoped function `_message_callback' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 939: redeclaration of block-scoped function `_message_get_search_args' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 956: redeclaration of block-scoped function `_msg_item_click_count' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 963: redeclaration of block-scoped function `_message_callback' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 999: redeclaration of block-scoped function `_message_get_search_args' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1016: redeclaration of block-scoped function `_msg_item_click_count' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1023: redeclaration of block-scoped function `_message_callback' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1059: redeclaration of block-scoped function `_message_get_search_args' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1076: redeclaration of block-scoped function `_msg_item_click_count' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1083: redeclaration of block-scoped function `_message_callback' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1119: redeclaration of block-scoped function `_message_get_search_args' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1136: redeclaration of block-scoped function `_msg_item_click_count' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1143: redeclaration of block-scoped function `_message_callback' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1179: redeclaration of block-scoped function `_message_get_search_args' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1196: redeclaration of block-scoped function `_msg_item_click_count' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1203: redeclaration of block-scoped function `_message_callback' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1239: redeclaration of block-scoped function `_message_get_search_args' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1256: redeclaration of block-scoped function `_msg_item_click_count' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1263: redeclaration of block-scoped function `_message_callback' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1299: redeclaration of block-scoped function `_message_get_search_args' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1316: redeclaration of block-scoped function `_msg_item_click_count' is deprecated
JavaScript warning: http://message.csdn.net/msg.popup.js, line 1323: redeclaration of block-scoped function `_message_callback' is deprecated
